Waveform,p_for_S,p_for_Se,OSR,DAC_clock_MHz,R,Required_bits,THD_percent,Weighted_error_percent
Se,7,8,32,16,75,7,0.154822438343841,0.05194270653892
Se,7,8,32,16,76,7,0.154999382944966,0.0627467811854013
Se,7,8,32,16,77,7,0.198596124390689,0.0778037635024662
Se,7,8,32,16,78,7,0.283618565478983,0.10854569053772
Se,7,8,32,16,79,7,0.172178875963449,0.0675230441340188
Se,7,8,32,16,80,7,0.126035383665393,0.04906969712833
Se,7,8,32,16,81,7,0.135609984877879,0.041732790186426
Se,7,8,32,16,82,7,0.160269483659896,0.0602793108052286
Se,7,8,32,16,83,7,0.177975077954642,0.0657488907824642
Se,7,8,32,16,84,7,0.0877800503396019,0.0330663786640626
Se,7,8,32,16,85,7,0.195598988720004,0.0764376673328556
Se,7,8,32,16,86,7,0.194413654046556,0.0793237254252265
Se,7,8,32,16,87,7,0.123136828001252,0.0347415077384082
Se,7,8,32,16,88,7,0.0727572456941579,0.0199405186782765
Se,7,8,32,16,89,7,0.134237928790712,0.0470604184885541
Se,7,8,32,16,90,7,0.0335989783537569,0.0120631956543243
Se,7,8,32,16,91,7,0.123660857672546,0.0403967997773383
Se,7,8,32,16,92,7,0.31913846660249,0.12134086710169
Se,7,8,32,16,93,7,0.149408428949659,0.0585175607597165
Se,7,8,32,16,94,7,0.0408781205733799,0.0170318008456077
Se,7,8,32,16,95,7,0.191913871690729,0.0765353845974989
Se,7,8,32,16,96,7,0.0698166937680267,0.0211011410967131
Se,7,8,32,16,97,7,0.111110189907753,0.0306531277276832
Se,7,8,32,16,98,7,0.153397100968464,0.0580572313902986
Se,7,8,32,16,99,7,0.140023015158819,0.0411282531149075
Se,7,8,32,16,100,7,0.0433011412860197,0.0169666759479083
Se,7,8,32,16,101,7,0.127401629650121,0.0468070746522058
Se,7,8,32,16,102,7,0.0746129128907107,0.0230542109425768
Se,7,8,32,16,103,7,0.10366929525522,0.0237061097797306
Se,7,8,32,16,104,7,0.0577823591818306,0.0228970496471848
Se,7,8,32,16,105,7,0.235393298440255,0.0927511054693708
Se,7,8,32,16,106,7,0.24901058862969,0.0892990560055116
Se,7,8,32,16,107,7,0.128920139402346,0.0472596703064062
Se,7,8,32,16,108,7,0.0963452666343091,0.040589533454661
Se,7,8,32,16,109,7,0.1130906751059,0.0395915607050588
Se,7,8,32,16,110,7,0.105540082317787,0.0386322261944584
Se,7,8,32,16,111,7,0.10638489048033,0.0338822412187859
Se,7,8,32,16,112,7,0.0949613562865972,0.0355137513400344
Se,7,8,32,16,113,7,0.13194103604965,0.0520824232737895
Se,7,8,32,16,114,7,0.0561440904773783,0.0175813771207589
Se,7,8,32,16,115,7,0.121109694478976,0.0442393012527171
Se,7,8,32,16,116,7,0.160269482681708,0.0602793105344195
Se,7,8,32,16,117,7,0.0873043540677424,0.0192215660888932
Se,7,8,32,16,118,7,0.142183600950308,0.0575935930811671
Se,7,8,32,16,119,7,0.129587484194729,0.051446410877046
Se,7,8,32,16,120,7,0.0820436371201749,0.0355558543624863
Se,7,8,32,16,121,7,0.0878520150834224,0.0231183683272218
Se,7,8,32,16,122,7,0.0421699901633917,0.0172150172261196
Se,7,8,32,16,123,7,0.093805535711921,0.0269983112284806
Se,7,8,32,16,124,7,0.034253059439587,0.0132380508823457
Se,7,8,32,16,125,7,0.106549777106372,0.0399824004719245
Se,7,8,32,16,126,7,0.0437549524765914,0.0143968593850075
Se,7,8,32,16,127,7,0.103942559705172,0.0253046801532619
Se,7,8,32,16,128,8,0.114408175309713,0.0462421760215273
S,15,16,64,32,4,3,2.53406500065244,1.06881138932973
S,15,16,64,32,5,3,0.960482637055474,0.312562565724057
S,15,16,64,32,6,3,1.22525261525105,0.36066803125469
S,15,16,64,32,7,3,1.21646587064743,0.242555426749126
S,15,16,64,32,8,4,0.830024864731252,0.347446677900325
S,15,16,64,32,9,4,1.02751018285332,0.2268661576157
S,15,16,64,32,10,4,0.760204987269997,0.138924839123041
S,15,16,64,32,11,4,0.974658804469923,0.181663652446464
S,15,16,64,32,12,4,0.698867562922523,0.174861190987537
S,15,16,64,32,13,4,1.14776656147794,0.31136869328372
S,15,16,64,32,14,4,0.676138219839972,0.118530235595337
S,15,16,64,32,15,4,0.759256284523916,0.117568711007487
S,15,16,64,32,16,5,1.05069328333413,0.315856024883054
S,15,16,64,32,17,5,0.770032205072711,0.0885562300576098
S,15,16,64,32,18,5,0.863594066479216,0.111106146810828
S,15,16,64,32,19,5,1.04702933280987,0.172266088898944
S,15,16,64,32,20,5,1.18395537990847,0.423230969822453
S,15,16,64,32,21,5,0.84474477509581,0.102445507131371
S,15,16,64,32,22,5,1.10686041603134,0.282948343360875
S,15,16,64,32,23,5,1.26667984697491,0.431855343907077
S,15,16,64,32,24,5,0.920358823229077,0.14212574468028
S,15,16,64,32,25,5,0.970831533925668,0.127127164282955
S,15,16,64,32,26,5,0.905249280690462,0.134735738644329
S,15,16,64,32,27,5,0.965745546960953,0.142538638927974
S,15,16,64,32,28,5,1.03726383864996,0.300500316901214
S,15,16,64,32,29,5,0.848071173212172,0.192285699585711
S,15,16,64,32,30,5,0.86793973631534,0.161338540118381
S,15,16,64,32,31,5,0.85730050902073,0.175496009364232
S,15,16,64,32,32,6,0.901121605500269,0.0678336157383049
S,15,16,64,32,33,6,0.860907086405672,0.10955689325076
S,15,16,64,32,34,6,0.956014765910629,0.148234425374021
S,15,16,64,32,35,6,0.713476723637729,0.0853601798876672
S,15,16,64,32,36,6,0.732078236154864,0.0799916304522096
S,15,16,64,32,37,6,0.772100436003112,0.073831553185059
S,15,16,64,32,38,6,0.7225279396073,0.0705312011225805
S,15,16,64,32,39,6,0.756042839612427,0.0946323890736632
S,15,16,64,32,40,6,0.854678889720547,0.0965931342717875
S,15,16,64,32,41,6,0.741625324518238,0.104519263289072
S,15,16,64,32,42,6,0.778853717485921,0.11121473410786
S,15,16,64,32,43,6,0.801387451300602,0.133256304673218
S,15,16,64,32,44,6,0.8661323977149,0.210680778199388
S,15,16,64,32,45,6,0.783148098603244,0.0689491914458952
S,15,16,64,32,46,6,0.777750010057753,0.0679255306194089
S,15,16,64,32,47,6,0.753397175496633,0.0783206583370028
S,15,16,64,32,48,6,0.782667774778254,0.145614392878915
S,15,16,64,32,49,6,0.803740975941239,0.0874205117936998
S,15,16,64,32,50,6,0.792643181367221,0.0753574636108109
S,15,16,64,32,51,6,0.780859202908589,0.0683115348826319
S,15,16,64,32,52,6,0.76891012811026,0.120258676011762
S,15,16,64,32,53,6,0.756172055782002,0.0937212560905591
S,15,16,64,32,54,6,0.841389507204082,0.1056012793414
S,15,16,64,32,55,6,0.76726316653529,0.0864202688316981
S,15,16,64,32,56,6,0.840832685648628,0.0725857678604939
S,15,16,64,32,57,6,0.83280551066859,0.0500718993348776
S,15,16,64,32,58,6,0.856844323146326,0.104354670678532
S,15,16,64,32,59,6,0.735755680352345,0.0786220734365998
S,15,16,64,32,60,6,0.78172051037921,0.118672080987373
S,15,16,64,32,61,6,0.783655469574836,0.0788107955528546
S,15,16,64,32,62,6,0.758708263054076,0.0756854079034677
S,15,16,64,32,63,6,0.769423318239431,0.0623325465635694
S,15,16,64,32,64,7,0.785837913355841,0.0835701529752189
S,15,16,64,32,65,7,0.787579342399814,0.150846007024428
S,15,16,64,32,66,7,0.752633644103093,0.0623679833750829
S,15,16,64,32,67,7,0.770116414312449,0.0853681428280626
S,15,16,64,32,68,7,0.744241750549889,0.0673263494177953
S,15,16,64,32,69,7,0.767021574383733,0.10260780575271
S,15,16,64,32,70,7,0.793378590078777,0.0627051303864355
S,15,16,64,32,71,7,0.807997251737352,0.0522277037025558
S,15,16,64,32,72,7,0.784135745375467,0.107016166920097
S,15,16,64,32,73,7,0.781957131353407,0.115766768720583
S,15,16,64,32,74,7,0.772114102040734,0.0973989059930886
S,15,16,64,32,75,7,0.750961982508427,0.071378452000557
S,15,16,64,32,76,7,0.769627830006219,0.0664846886423145
S,15,16,64,32,77,7,0.790424839675873,0.141163947796789
S,15,16,64,32,78,7,0.829335423883691,0.108351835393454
S,15,16,64,32,79,7,0.769855747888772,0.104490127775304
S,15,16,64,32,80,7,0.734778207387989,0.0542210773134122
S,15,16,64,32,81,7,0.844839369959541,0.0845462830054498
S,15,16,64,32,82,7,0.760547551968509,0.0738582339386032
S,15,16,64,32,83,7,0.76376401410861,0.122805700339545
S,15,16,64,32,84,7,0.75864696895322,0.0971744157778103
S,15,16,64,32,85,7,0.762569613381889,0.0555690116220711
S,15,16,64,32,86,7,0.79624027788776,0.10616822888453
S,15,16,64,32,87,7,0.782880771702903,0.103750137447548
S,15,16,64,32,88,7,0.780289473316094,0.04758519764938
S,15,16,64,32,89,7,0.879513700673936,0.0521156059269247
S,15,16,64,32,90,7,0.775068142433032,0.109281691579492
S,15,16,64,32,91,7,0.782824964755912,0.0520908274712097
S,15,16,64,32,92,7,0.765565446928921,0.0576741100417233
S,15,16,64,32,93,7,0.803166196720837,0.120767786002191
S,15,16,64,32,94,7,0.774194918235065,0.0962880428317948
S,15,16,64,32,95,7,0.870116252977749,0.0499919224396509
S,15,16,64,32,96,7,0.837021709707826,0.0655218321113683
S,15,16,64,32,97,7,0.78762870757364,0.12606956075136
S,15,16,64,32,98,7,0.782522199950847,0.107755122805581
S,15,16,64,32,99,7,0.755224161260413,0.0637881901679306
S,15,16,64,32,100,7,0.770531981222836,0.0765036273894386
S,15,16,64,32,101,7,0.774775908146773,0.0790926338417073
S,15,16,64,32,102,7,0.798569387730692,0.116493080756548
S,15,16,64,32,103,7,0.850634934879774,0.0538625054542213
S,15,16,64,32,104,7,0.761105065036485,0.0672406091902421
S,15,16,64,32,105,7,0.745636349899998,0.0760427382505751
S,15,16,64,32,106,7,0.773985616411855,0.092720381980308
S,15,16,64,32,107,7,0.736470910019158,0.0488979500405712
S,15,16,64,32,108,7,0.725900484484449,0.0432479417457298
S,15,16,64,32,109,7,0.734165572683469,0.078241150875119
S,15,16,64,32,110,7,0.758906733453389,0.0666668773219435
S,15,16,64,32,111,7,0.734253157176731,0.0673908122531528
S,15,16,64,32,112,7,0.757675870840226,0.070442411873926
S,15,16,64,32,113,7,0.728285381960885,0.0573622325082227
S,15,16,64,32,114,7,0.754597346371411,0.0900680929326025
S,15,16,64,32,115,7,0.736588549862491,0.0611614390263266
S,15,16,64,32,116,7,0.757650490325771,0.0848125216764051
S,15,16,64,32,117,7,0.732550385549666,0.0749335631650525
S,15,16,64,32,118,7,0.743882906875267,0.054456769340588
S,15,16,64,32,119,7,0.758034319589664,0.0683932270949611
S,15,16,64,32,120,7,0.819050058702887,0.0669848459860611
S,15,16,64,32,121,7,0.729727893701243,0.0549529335737287
S,15,16,64,32,122,7,0.738435846134793,0.0509347144337046
S,15,16,64,32,123,7,0.733226141588064,0.0464736161120468
S,15,16,64,32,124,7,0.753116739965408,0.0742937941855158
S,15,16,64,32,125,7,0.775675888640388,0.0877318229434319
S,15,16,64,32,126,7,0.738455321350236,0.0510312844966744
S,15,16,64,32,127,7,0.745081657995693,0.0590653434482483
S,15,16,64,32,128,8,0.753472417109248,0.0483582400079589
Se,15,16,64,32,4,3,0.929330703796915,0.386772482570599
Se,15,16,64,32,5,3,1.78845377054515,0.736832504898363
Se,15,16,64,32,6,3,0.97367142177883,0.430093883256087
Se,15,16,64,32,7,3,0.965094788699498,0.381257710744016
Se,15,16,64,32,8,4,0.401188705415809,0.160242651016727
Se,15,16,64,32,9,4,0.69052939466424,0.255921324004912
Se,15,16,64,32,10,4,0.78975927050737,0.343099000106327
Se,15,16,64,32,11,4,0.646330428024637,0.249750444494606
Se,15,16,64,32,12,4,0.41910395732458,0.161194479474198
Se,15,16,64,32,13,4,0.429657040017043,0.135057514230585
Se,15,16,64,32,14,4,0.553290912692939,0.221272767280885
Se,15,16,64,32,15,4,0.37156919379251,0.121226506075605
Se,15,16,64,32,16,5,0.206539308475468,0.087356220931536
Se,15,16,64,32,17,5,0.455184536529262,0.180632197714127
Se,15,16,64,32,18,5,0.402643457134158,0.167852322152897
Se,15,16,64,32,19,5,0.435563397137134,0.180884462004962
Se,15,16,64,32,20,5,0.244782136479739,0.0978442042967071
Se,15,16,64,32,21,5,0.372881777435755,0.114971584147418
Se,15,16,64,32,22,5,0.452523964432986,0.185693832125688
Se,15,16,64,32,23,5,0.307328697703275,0.122776065378984
Se,15,16,64,32,24,5,0.212210293731242,0.0887865847668822
Se,15,16,64,32,25,5,0.771813858086524,0.307988196674118
Se,15,16,64,32,26,5,0.193230441807529,0.0786941999410879
Se,15,16,64,32,27,5,0.197804248098263,0.055090413485218
Se,15,16,64,32,28,5,0.232750647866321,0.0955555089656174
Se,15,16,64,32,29,5,0.331687439682598,0.143206732023594
Se,15,16,64,32,30,5,0.138895624132607,0.0528494560964543
Se,15,16,64,32,31,5,0.471333996709637,0.202349818649599
Se,15,16,64,32,32,6,0.228144719552782,0.0543993069375722
Se,15,16,64,32,33,6,0.210767829876082,0.0835719853073218
Se,15,16,64,32,34,6,0.10825702425224,0.045358593448802
Se,15,16,64,32,35,6,0.159380341485908,0.050208214411578
Se,15,16,64,32,36,6,0.222524211151311,0.0877538565424306
Se,15,16,64,32,37,6,0.143543936681404,0.0413837027373782
Se,15,16,64,32,38,6,0.0905500487460482,0.0360283117009221
Se,15,16,64,32,39,6,0.263204769774879,0.112990385583992
Se,15,16,64,32,40,6,0.0795091661968133,0.0327121546331125
Se,15,16,64,32,41,6,0.253216797600538,0.111728895037657
Se,15,16,64,32,42,6,0.122172288686603,0.0537800152186121
Se,15,16,64,32,43,6,0.260438887069585,0.0974292325612195
Se,15,16,64,32,44,6,0.362631470501135,0.145628463752159
Se,15,16,64,32,45,6,0.184439245215921,0.0774503295939276
Se,15,16,64,32,46,6,0.129368923349728,0.0560267011191651
Se,15,16,64,32,47,6,0.164334827123756,0.0637544882581321
Se,15,16,64,32,48,6,0.242883673275428,0.0900346857114891
Se,15,16,64,32,49,6,0.158254295260881,0.0622044238637742
Se,15,16,64,32,50,6,0.0688020092501979,0.0297154873919561
Se,15,16,64,32,51,6,0.14152318467699,0.0553876270900253
Se,15,16,64,32,52,6,0.317867760448295,0.129478662199711
Se,15,16,64,32,53,6,0.109540150780671,0.0277990576463908
Se,15,16,64,32,54,6,0.0173790470522451,0.00662927265995976
Se,15,16,64,32,55,6,0.14054737867086,0.0564541631312328
Se,15,16,64,32,56,6,0.150991256754063,0.0638854948999151
Se,15,16,64,32,57,6,0.139929541648868,0.0485945750143048
Se,15,16,64,32,58,6,0.0532355831964057,0.0233451797455446
Se,15,16,64,32,59,6,0.216099519859838,0.0905982768207653
Se,15,16,64,32,60,6,0.0524884695608048,0.0228703269669387
Se,15,16,64,32,61,6,0.225905651207218,0.0979235882282773
Se,15,16,64,32,62,6,0.0924623036895792,0.0342811405324915
Se,15,16,64,32,63,6,0.123353029844082,0.0497746813553665
Se,15,16,64,32,64,7,0.132464821213165,0.0508993719200498
Se,15,16,64,32,65,7,0.11369721193579,0.0439377191275498
Se,15,16,64,32,66,7,0.103753322550656,0.0450617776648238
Se,15,16,64,32,67,7,0.170253161206862,0.0685426518752743
Se,15,16,64,32,68,7,0.0868358569017038,0.0375915130264007
Se,15,16,64,32,69,7,0.14798487299221,0.0623571859405903
Se,15,16,64,32,70,7,0.158802507793683,0.0661441183921395
Se,15,16,64,32,71,7,0.0937398691599699,0.0338606788825116
Se,15,16,64,32,72,7,0.059349665440681,0.0245546470334129
Se,15,16,64,32,73,7,0.143917589087796,0.0606659906030058
Se,15,16,64,32,74,7,0.0519760430745686,0.019737993291479
Se,15,16,64,32,75,7,0.126288372058424,0.0529849126154718
Se,15,16,64,32,76,7,0.0613744251942079,0.0254437882372153
Se,15,16,64,32,77,7,0.148860999083572,0.0590581919316321
Se,15,16,64,32,78,7,0.104909380750762,0.0451983696161137
Se,15,16,64,32,79,7,0.0783642809697157,0.0270381524588626
Se,15,16,64,32,80,7,0.0675387567564785,0.0272614354935123
Se,15,16,64,32,81,7,0.0777202363991644,0.0273694822415107
Se,15,16,64,32,82,7,0.0624620688134665,0.02428211281272
Se,15,16,64,32,83,7,0.168873351105168,0.0659769793142153
Se,15,16,64,32,84,7,0.0326566190959272,0.013876853649207
Se,15,16,64,32,85,7,0.111608947078131,0.048216424082697
Se,15,16,64,32,86,7,0.238708215532413,0.092397136841774
Se,15,16,64,32,87,7,0.0652701896970309,0.021190657418253
Se,15,16,64,32,88,7,0.0409094912866699,0.0153675010938005
Se,15,16,64,32,89,7,0.098242595251196,0.0399164134038981
Se,15,16,64,32,90,7,0.0420646641727039,0.0164732733901733
Se,15,16,64,32,91,7,0.0581396082864203,0.0157469942153943
Se,15,16,64,32,92,7,0.157600913746485,0.0578810854493587
Se,15,16,64,32,93,7,0.159483417449318,0.0653289856792846
Se,15,16,64,32,94,7,0.0648276867852675,0.0185825224632424
Se,15,16,64,32,95,7,0.0941728795620115,0.0395365454863616
Se,15,16,64,32,96,7,0.0340846116280607,0.0133186300501381
Se,15,16,64,32,97,7,0.0953192439636089,0.0380817016655941
Se,15,16,64,32,98,7,0.0309549607470327,0.0122991844911746
Se,15,16,64,32,99,7,0.0715363181617241,0.0241086324116281
Se,15,16,64,32,100,7,0.117790684508723,0.0461009812225371
Se,15,16,64,32,101,7,0.0643970017144726,0.0167862629588845
Se,15,16,64,32,102,7,0.10068795266817,0.0409335200265062
Se,15,16,64,32,103,7,0.0925319662214726,0.0389049132485145
Se,15,16,64,32,104,7,0.0332938734848957,0.0135215687211002
Se,15,16,64,32,105,7,0.102804577188304,0.0432667650528103
Se,15,16,64,32,106,7,0.170807177907208,0.0645948357038015
Se,15,16,64,32,107,7,0.104467412176543,0.0436967811816817
Se,15,16,64,32,108,7,0.060089995365363,0.0253693193539693
Se,15,16,64,32,109,7,0.122548540764526,0.0508432096801071
Se,15,16,64,32,110,7,0.0434822741488562,0.0176843548204615
Se,15,16,64,32,111,7,0.056763524665312,0.0173323718898647
Se,15,16,64,32,112,7,0.120686922086465,0.0500011858178566
Se,15,16,64,32,113,7,0.144320794908315,0.0623053444768063
Se,15,16,64,32,114,7,0.0736367343032162,0.0226023967656627
Se,15,16,64,32,115,7,0.0808089996423929,0.0339211112352858
Se,15,16,64,32,116,7,0.118343506008605,0.0416986571069729
Se,15,16,64,32,117,7,0.0524667283881077,0.0151093970387481
Se,15,16,64,32,118,7,0.0711372969872375,0.029828032839242
Se,15,16,64,32,119,7,0.0762647814528401,0.032682591463636
Se,15,16,64,32,120,7,0.107276928493829,0.041755408619501
Se,15,16,64,32,121,7,0.0565095870339414,0.0217438731810025
Se,15,16,64,32,122,7,0.0397936056902348,0.017633855291476
Se,15,16,64,32,123,7,0.0624803430283705,0.0239280539589677
Se,15,16,64,32,124,7,0.06373191058951,0.0266714848599856
Se,15,16,64,32,125,7,0.0501632597461733,0.0162797072128747
Se,15,16,64,32,126,7,0.0340546644318466,0.0106697429831523
Se,15,16,64,32,127,7,0.043373402218953,0.0118155748631251
Se,15,16,64,32,128,8,0.0626651159739611,0.0270050946803465
S,31,32,128,64,4,3,1.08111689148374,0.453348137296278
S,31,32,128,64,5,3,0.738633468490591,0.309622955485448
S,31,32,128,64,6,3,0.974599117747774,0.378023317362615
S,31,32,128,64,7,3,0.693058702413043,0.194820945784719
S,31,32,128,64,8,4,0.842629659643571,0.335860519037786
S,31,32,128,64,9,4,0.685232882230707,0.208908949921693
S,31,32,128,64,10,4,0.650621333437711,0.228755969573453
S,31,32,128,64,11,4,0.909463556889874,0.315314994304611
S,31,32,128,64,12,4,0.567301470991287,0.183732502169545
S,31,32,128,64,13,4,0.474814536965381,0.0954744520997863
S,31,32,128,64,14,4,0.482536963589615,0.0621347948346191
S,31,32,128,64,15,4,0.507559992029215,0.149386429194434
S,31,32,128,64,16,5,0.558327026891524,0.110107910278524
S,31,32,128,64,17,5,0.423872357815411,0.115360326366407
S,31,32,128,64,18,5,0.426314088909852,0.0393477046881809
S,31,32,128,64,19,5,0.504962672963963,0.11694526094962
S,31,32,128,64,20,5,0.480227152031856,0.056176267624764
S,31,32,128,64,21,5,0.424679989101393,0.0925756123192628
S,31,32,128,64,22,5,0.670445109428769,0.207313336814642
S,31,32,128,64,23,5,0.45299590020283,0.0397561980251426
S,31,32,128,64,24,5,0.583711007518701,0.162335288872334
S,31,32,128,64,25,5,0.386111844622701,0.0351661330895222
S,31,32,128,64,26,5,0.67711817803405,0.202374256510852
S,31,32,128,64,27,5,0.47323858867425,0.108681447832925
S,31,32,128,64,28,5,0.411318108621371,0.0739141160117779
S,31,32,128,64,29,5,0.472995111391923,0.0628310797679649
S,31,32,128,64,30,5,0.406274654624568,0.0541831098776954
S,31,32,128,64,31,5,0.426634404335845,0.0719556660696888
S,31,32,128,64,32,6,0.421943562922701,0.0460562901138963
S,31,32,128,64,33,6,0.426373731920335,0.0686939351048926
S,31,32,128,64,34,6,0.448415249421458,0.0914755291121464
S,31,32,128,64,35,6,0.423406712188333,0.0548190990981677
S,31,32,128,64,36,6,0.405558575902698,0.0678890330274437
S,31,32,128,64,37,6,0.39340748647899,0.0255999833282738
S,31,32,128,64,38,6,0.408959840275022,0.0586820057027502
S,31,32,128,64,39,6,0.429854992800199,0.0562424296764633
S,31,32,128,64,40,6,0.495801762366729,0.131698974743279
S,31,32,128,64,41,6,0.424491935518858,0.0626818091581549
S,31,32,128,64,42,6,0.453134933441454,0.092929549067798
S,31,32,128,64,43,6,0.449307037608391,0.0867365658055357
S,31,32,128,64,44,6,0.465435850398756,0.0833099096911169
S,31,32,128,64,45,6,0.46936144425731,0.0888016504837754
S,31,32,128,64,46,6,0.473161604099023,0.108016227987104
S,31,32,128,64,47,6,0.431397692102237,0.0624831975815953
S,31,32,128,64,48,6,0.480857062072311,0.0955812605036248
S,31,32,128,64,49,6,0.441415047798654,0.0655476650775801
S,31,32,128,64,50,6,0.504299160735065,0.116897688961077
S,31,32,128,64,51,6,0.414390100379033,0.0340814275303619
S,31,32,128,64,52,6,0.427231209936917,0.0468994738624003
S,31,32,128,64,53,6,0.420276344428537,0.0482486320922745
S,31,32,128,64,54,6,0.428379661660153,0.0279905776366355
S,31,32,128,64,55,6,0.479864058792969,0.116829823494555
S,31,32,128,64,56,6,0.469926420092948,0.0863673126499486
S,31,32,128,64,57,6,0.437127005784535,0.0507812355997178
S,31,32,128,64,58,6,0.406435044500337,0.0279045939572339
S,31,32,128,64,59,6,0.428469461892326,0.0440539185114875
S,31,32,128,64,60,6,0.414656977467609,0.0346508338992096
S,31,32,128,64,61,6,0.417039932004665,0.0262802374910524
S,31,32,128,64,62,6,0.430461293912873,0.0747327725190271
S,31,32,128,64,63,6,0.457960825132875,0.0746109918049105
S,31,32,128,64,64,7,0.426367833051667,0.0570449962320701
S,31,32,128,64,65,7,0.424039458975361,0.0327081502057456
S,31,32,128,64,66,7,0.428464636710074,0.0337874207561451
S,31,32,128,64,67,7,0.440406447019236,0.0267770069369786
S,31,32,128,64,68,7,0.424797684011206,0.0291103183381091
S,31,32,128,64,69,7,0.445927535933335,0.0646528465423812
S,31,32,128,64,70,7,0.440788802326688,0.0399160859695612
S,31,32,128,64,71,7,0.418686904547566,0.0595361610554643
S,31,32,128,64,72,7,0.415483829495188,0.0291745481117552
S,31,32,128,64,73,7,0.429597331847894,0.0527883541481538
S,31,32,128,64,74,7,0.415203850890052,0.0230516701409884
S,31,32,128,64,75,7,0.397657737352617,0.035601488294453
S,31,32,128,64,76,7,0.417366581191766,0.0334626453539929
S,31,32,128,64,77,7,0.415031846113887,0.0263351413092164
S,31,32,128,64,78,7,0.415095311147561,0.0275115573235118
S,31,32,128,64,79,7,0.404859455276093,0.0283687748272065
S,31,32,128,64,80,7,0.414433681047757,0.0281689729433371
S,31,32,128,64,81,7,0.449682108564981,0.0878325222148832
S,31,32,128,64,82,7,0.401582951704888,0.0182434684386485
S,31,32,128,64,83,7,0.409391440045608,0.0320007444882882
S,31,32,128,64,84,7,0.409325521408369,0.0521643077194653
S,31,32,128,64,85,7,0.420075416889998,0.0563587373023758
S,31,32,128,64,86,7,0.436981116432585,0.0861430231732989
S,31,32,128,64,87,7,0.403420559556129,0.0301087242539596
S,31,32,128,64,88,7,0.406951463792611,0.0527980625219215
S,31,32,128,64,89,7,0.401406855597067,0.0240840922174341
S,31,32,128,64,90,7,0.392178592633329,0.0327403307899871
S,31,32,128,64,91,7,0.408236599666048,0.0297952457590547
S,31,32,128,64,92,7,0.39656621962395,0.0246299910516645
S,31,32,128,64,93,7,0.434044329782956,0.0716622013560091
S,31,32,128,64,94,7,0.396822969414446,0.0267421567226444
S,31,32,128,64,95,7,0.403401623662236,0.0236871998178947
S,31,32,128,64,96,7,0.41224149606272,0.0240517682321522
S,31,32,128,64,97,7,0.438143045708923,0.0787004764513536
S,31,32,128,64,98,7,0.423188883908483,0.0540188672807104
S,31,32,128,64,99,7,0.394465186620742,0.0227617704669113
S,31,32,128,64,100,7,0.409239598256922,0.0227934873285185
S,31,32,128,64,101,7,0.404129605012363,0.0220475416258889
S,31,32,128,64,102,7,0.415251345386592,0.0501897285559794
S,31,32,128,64,103,7,0.413334139255834,0.0302434538075253
S,31,32,128,64,104,7,0.410819969227831,0.0264071850856607
S,31,32,128,64,105,7,0.403811843439895,0.027387581024113
S,31,32,128,64,106,7,0.423036723118656,0.0265736046032248
S,31,32,128,64,107,7,0.411629078438565,0.0481342104246586
S,31,32,128,64,108,7,0.403681069470192,0.041137683990288
S,31,32,128,64,109,7,0.410301697491983,0.0204316575024778
S,31,32,128,64,110,7,0.409596489947296,0.0240220221907192
S,31,32,128,64,111,7,0.408385602489813,0.0347071747678793
S,31,32,128,64,112,7,0.396944049031081,0.023527146439509
S,31,32,128,64,113,7,0.429568885510215,0.0594308745554167
S,31,32,128,64,114,7,0.40821643483067,0.0272306182373339
S,31,32,128,64,115,7,0.402860222394956,0.0250785220181669
S,31,32,128,64,116,7,0.400271000206414,0.0278626702036568
S,31,32,128,64,117,7,0.412312445674504,0.0229585516195692
S,31,32,128,64,118,7,0.411242997257788,0.0286100283187594
S,31,32,128,64,119,7,0.408028084122712,0.0260293046886037
S,31,32,128,64,120,7,0.42503405440146,0.0577839123061978
S,31,32,128,64,121,7,0.41812433609904,0.0540498094943769
S,31,32,128,64,122,7,0.419750487460547,0.0621870559708468
S,31,32,128,64,123,7,0.422825731541212,0.0497794536445043
S,31,32,128,64,124,7,0.40841551021391,0.0227469889178528
S,31,32,128,64,125,7,0.418423929546565,0.034883578888376
S,31,32,128,64,126,7,0.410794590973778,0.0279951968676275
S,31,32,128,64,127,7,0.429942825389639,0.064475869019132
S,31,32,128,64,128,8,0.423974636648737,0.0493152030763575
Se,31,32,128,64,4,3,1.54133663690095,0.666042301968351
Se,31,32,128,64,5,3,0.986432671955123,0.444637793105785
Se,31,32,128,64,6,3,0.666283227476083,0.291213291373351
Se,31,32,128,64,7,3,0.564451321364888,0.228262096117399
Se,31,32,128,64,8,4,0.215618260812084,0.0924853912116406
Se,31,32,128,64,9,4,0.388858698057024,0.15633452534227
Se,31,32,128,64,10,4,0.399073746953205,0.170821084583942
Se,31,32,128,64,11,4,0.275241826173617,0.0866359197109702
Se,31,32,128,64,12,4,0.269519821351308,0.116951486920618
Se,31,32,128,64,13,4,0.306348605820346,0.126479670302749
Se,31,32,128,64,14,4,0.283071992487882,0.117992692530871
Se,31,32,128,64,15,4,0.185028211297937,0.061054521148005
Se,31,32,128,64,16,5,0.416267134206749,0.160755059103593
Se,31,32,128,64,17,5,0.200147532319701,0.078640423542283
Se,31,32,128,64,18,5,0.219302520239252,0.0934993582946197
Se,31,32,128,64,19,5,0.151178602583381,0.04102467865434
Se,31,32,128,64,20,5,0.293094726287744,0.120260845161015
